,Accession,HieVi_l0,HieVi_l1,HieVi_l2,HieVi_l3
18502,ON506927,4886,359,386,310
18503,ON506928,4886,359,386,310
18504,ON513429,-1,347,326,268
18505,ON513432,3142,1236,1164,202
18506,ON515458,5527,633,595,742
18507,ON524861,5165,886,829,742
18508,ON524862,5176,886,829,742
18509,ON524863,5176,886,829,742
18510,ON524864,5176,886,829,742
18511,ON524865,5177,886,829,742
18512,ON524866,5176,886,829,742
18513,ON524867,5165,886,829,742
18514,ON524868,5177,886,829,742
18515,ON524869,5176,886,829,742
18516,ON524870,5165,886,829,742
18517,ON526838,3840,1364,873,668
18518,ON526839,2948,1365,31,1013
18519,ON526840,-1,1432,595,742
18520,ON526969,3639,788,736,570
18521,ON526970,3885,1237,1147,806
18522,ON526971,2283,828,774,592
18523,ON526972,3391,1259,1166,643
18524,ON526973,4581,1705,599,396
18525,ON526974,3885,1237,1147,806
18526,ON526975,4524,-1,281,396
18527,ON526976,-1,491,463,360
18528,ON526977,4565,1111,1036,790
18529,ON526978,4124,28,25,239
18530,ON526979,-1,534,504,400
18531,ON526980,2169,1238,1148,887
18532,ON526981,-1,1222,1133,360
18533,ON526982,-1,631,593,208
18534,ON526983,3876,897,840,806
18535,ON526984,4470,306,289,239
18536,ON526985,3966,1134,1057,806
18537,ON528715,-1,1080,1339,1031
18538,ON528716,-1,1080,1339,1031
18539,ON528717,2863,1080,1339,1031
18540,ON528718,3406,1136,1059,807
18541,ON528719,-1,1080,1339,1031
18542,ON528720,-1,-1,1339,1031
18543,ON528721,3055,1462,1339,1031
18544,ON528722,-1,1462,1339,1031
18545,ON528723,-1,1462,1339,1031
18546,ON528724,-1,1462,1339,1031
18547,ON528725,-1,633,595,742
18548,ON528726,5637,633,595,742
18549,ON528727,-1,633,595,742
18550,ON528728,-1,633,595,742
18551,ON528729,-1,848,793,742
18552,ON528730,5139,848,793,742
18553,ON528731,5077,848,793,742
18554,ON528732,5077,848,793,742
18555,ON528733,-1,1066,1064,1031
18556,ON528734,-1,633,595,742
18557,ON528735,-1,633,595,742
18558,ON528736,5654,633,595,742
18559,ON528737,-1,633,595,742
18560,ON528738,-1,633,595,742
18561,ON528739,-1,633,595,742
18562,ON528740,-1,633,595,742
18563,ON528741,-1,633,595,742
18564,ON528742,-1,633,595,742
18565,ON528743,5644,633,595,742
18566,ON528744,5637,633,595,742
18567,ON528745,-1,633,595,742
18568,ON528746,-1,633,595,742
18569,ON528933,-1,-1,-1,-1
18570,ON528935,2024,-1,-1,-1
18571,ON529291,-1,1313,1214,938
18572,ON529532,-1,210,198,245
18573,ON529533,5083,934,870,742
18574,ON529850,4341,135,127,116
18575,ON529851,4363,135,127,116
18576,ON529852,4362,135,127,116
18577,ON529853,4363,135,127,116
18578,ON529854,-1,-1,-1,1221
18579,ON529855,4362,135,127,116
18580,ON529856,3711,1240,1150,889
18581,ON529857,4341,135,127,116
18582,ON529858,-1,-1,127,116
18583,ON529859,3711,1240,1150,889
18584,ON529860,4362,135,127,116
18585,ON529861,-1,-1,-1,938
18586,ON529862,3711,1240,1150,889
18587,ON529863,2399,1239,1149,888
18588,ON529864,3711,1240,1150,889
18589,ON529865,3611,1241,1151,890
18590,ON529866,3611,1241,1151,890
18591,ON529867,2399,1239,1149,888
18592,ON529868,-1,-1,-1,-1
18593,ON531987,-1,-1,-1,-1
18594,ON531988,-1,-1,-1,968
18595,ON540300,-1,848,793,742
18596,ON540301,3798,1364,873,668
18597,ON548417,4804,1242,1152,310
18598,ON548418,4847,1242,1152,310
18599,ON548419,4804,1242,1152,310
18600,ON548420,4847,1242,1152,310
18601,ON548421,-1,1242,1152,310
18602,ON548431,3766,1362,1256,973
18603,ON548432,3487,1499,873,668
18604,ON548433,2713,327,1064,1031
18605,ON550260,5581,633,595,742
18606,ON550478,2525,1243,1153,891
18607,ON551388,-1,631,593,208
18608,ON556632,3520,1499,873,668
18609,ON557706,1052,197,185,165
18610,ON568193,-1,1080,1339,1031
18611,ON568341,-1,757,708,742
18612,ON571554,3086,1685,1339,1031
18613,ON571632,3068,41,1164,202
18614,ON585039,5506,633,595,742
18615,ON602723,-1,-1,1028,784
18616,ON602724,3001,1244,1028,784
18617,ON602725,3000,1244,1028,784
18618,ON602726,3000,1244,1028,784
18619,ON602727,3000,1244,1028,784
18620,ON602728,-1,-1,-1,784
18621,ON602729,-1,88,84,742
18622,ON602730,-1,-1,1221,775
18623,ON602731,2380,1056,988,756
18624,ON602732,-1,-1,-1,784
18625,ON602733,2625,1490,1339,1031
18626,ON602734,3229,1421,1304,1025
18627,ON602735,-1,1449,1327,807
18628,ON602736,5256,88,84,742
18629,ON602737,-1,-1,1221,775
18630,ON602738,-1,-1,-1,775
18631,ON602739,-1,1100,1028,784
18632,ON602740,3001,1244,1028,784
18633,ON602741,3926,1449,1327,807
18634,ON602742,-1,1685,1339,1031
18635,ON602743,3044,1245,1028,784
18636,ON602744,-1,-1,-1,775
18637,ON602745,3195,-1,-1,892
18638,ON602746,-1,-1,1232,953
18639,ON602747,3236,835,781,1025
18640,ON602748,3209,1100,1028,784
18641,ON602749,3586,1246,408,258
18642,ON602750,-1,1449,1327,807
18643,ON602751,3586,1246,408,258
18644,ON602752,-1,-1,1028,784
18645,ON602753,3343,1685,1339,1031
18646,ON602754,3220,1100,1028,784
18647,ON602755,-1,1685,1339,1031
18648,ON602756,3116,1247,1028,784
18649,ON602757,3116,1247,1028,784
18650,ON602758,-1,-1,-1,1021
18651,ON602759,3348,1320,1221,775
18652,ON602760,-1,-1,-1,775
18653,ON602761,3154,1100,1028,784
18654,ON602762,2845,-1,1028,784
18655,ON602763,2893,1248,1154,893
18656,ON602764,2893,1248,1154,893
18657,ON602765,2893,1248,1154,893
18658,ON602766,3295,1456,1333,1025
18659,ON602767,3220,1100,1028,784
18660,ON604651,-1,-1,-1,-1
18661,ON615601,-1,-1,-1,742
18662,ON623560,-1,313,294,245
18663,ON623732,3282,412,388,245
18664,ON624112,2821,-1,-1,894
18665,ON630910,5466,633,595,742
18666,ON631220,-1,1460,1338,571
18667,ON637170,-1,1432,595,742
18668,ON637248,-1,-1,-1,-1
18669,ON637250,2978,1066,1064,1031
18670,ON637251,3405,1081,1011,775
18671,ON637759,4214,422,398,318
18672,ON637760,4203,782,730,103
18673,ON637761,-1,605,565,559
18674,ON637762,-1,1249,1155,895
18675,ON637763,3713,1249,1155,895
18676,ON637764,-1,631,593,208
18677,ON637765,3921,422,398,318
18678,ON637766,4071,422,398,318
18679,ON637767,4525,1111,1036,790
18680,ON637768,5114,631,593,208
18681,ON637769,-1,900,843,645
18682,ON637770,4446,1250,1156,896
18683,ON637771,4569,966,901,1015
18684,ON637772,4026,822,768,587
18685,ON642070,1128,-1,-1,897
18686,ON645337,-1,422,398,318
18687,ON645338,-1,256,242,592
18688,ON645339,4520,1419,1302,1005
18689,ON645340,4447,1251,1157,208
18690,ON645341,806,970,905,693
18691,ON645342,4202,28,25,239
18692,ON645343,4293,625,586,454
18693,ON645344,3970,-1,-1,898
18694,ON645345,806,970,905,693
18695,ON645346,-1,-1,-1,903
18696,ON645935,3627,1364,873,668
18697,ON645936,-1,633,595,742
18698,ON653033,5144,886,829,742
18699,ON653035,-1,1313,1214,938
18700,ON677304,-1,555,525,1015
18701,ON677538,1400,1267,1173,908
18702,ON687735,4358,306,289,239
18703,ON687736,4358,306,289,239
18704,ON699007,380,-1,-1,-1
18705,ON706965,-1,1501,1371,742
18706,ON711395,-1,1136,1059,807
18707,ON711490,1408,1252,1158,899
18708,ON712643,-1,1142,1063,742
18709,ON714422,2505,-1,-1,31
18710,ON715521,-1,-1,-1,1031
18711,ON720975,-1,633,595,742
18712,ON720976,3322,1445,1324,668
18713,ON720977,3679,1364,873,668
18714,ON721384,1552,-1,-1,922
18715,ON721385,1552,-1,-1,922
18716,ON724008,-1,761,711,454
18717,ON724009,3599,-1,-1,529
18718,ON724010,-1,-1,-1,-1
18719,ON724011,4207,761,711,454
18720,ON724012,4109,761,711,454
18721,ON724013,4517,306,289,239
18722,ON724014,4438,605,565,559
18723,ON724015,-1,526,497,396
18724,ON724016,4455,305,1314,1015
18725,ON724017,3999,1260,1167,903
18726,ON724018,3751,1677,498,397
18727,ON741189,2119,-1,68,225
18728,ON754979,2818,1462,1339,1031
18729,ON755175,3243,1100,1028,784
18730,ON755176,2868,1132,1056,665
18731,ON755180,2450,-1,-1,1229
18732,ON755181,-1,829,775,593
18733,ON755182,-1,970,905,693
18734,ON755183,4393,1399,1286,993
18735,ON755184,2552,-1,-1,964
18736,ON755185,4655,1253,1159,396
18737,ON755186,4346,1254,1160,559
18738,ON755187,4655,1253,1159,396
18739,ON755188,758,970,905,693
18740,ON755189,-1,631,593,208
18741,ON758385,5063,1370,1261,742
18742,ON759209,669,-1,-1,-1
18743,ON759210,669,-1,-1,-1
18744,ON759747,5202,1313,1214,938
18745,ON778006,1996,1255,1161,900
18746,ON778007,2051,-1,1162,526
18747,ON778463,-1,912,854,655
18748,ON782130,1397,1256,1163,562
18749,ON782582,-1,633,595,742
18750,ON807605,-1,-1,-1,1021
18751,ON809559,3254,1100,1028,784
18752,ON809560,-1,-1,-1,1021
18753,ON809756,2268,2,2,3
18754,ON809761,-1,1364,873,668
18755,ON809762,-1,313,294,245
18756,ON809763,5495,1676,1543,742
18757,ON809764,-1,1676,1543,742
18758,ON809765,-1,313,294,245
18759,ON814134,4911,1145,1066,310
18760,ON814135,4902,1145,1066,310
18761,ON814136,4902,1145,1066,310
18762,ON815901,3752,417,393,258
18763,ON815902,3734,417,393,258
18764,ON815903,3734,417,393,258
18765,ON843697,-1,1136,1059,807
18766,ON853583,1491,-1,-1,79
18767,ON854455,-1,-1,-1,-1
18768,ON856257,-1,-1,-1,202
18769,ON856258,2912,1153,406,202
18770,ON857925,5015,1313,1214,938
18771,ON857926,2967,126,123,111
18772,ON857927,-1,1679,1546,1217
18773,ON857928,-1,-1,-1,111
18774,ON857929,5015,1313,1214,938
18775,ON857930,5011,1313,1214,938
18776,ON857931,1997,1691,1557,1222
18777,ON857932,-1,-1,-1,320
18778,ON857933,-1,-1,-1,-1
18779,ON857934,-1,1313,1214,938
18780,ON857935,2967,126,123,111
18781,ON857936,3168,1679,1546,1217
18782,ON857937,5015,1313,1214,938
18783,ON857938,-1,1313,1214,938
18784,ON857939,2084,1131,1055,805
18785,ON857940,2028,-1,1373,526
18786,ON857941,1522,266,250,212
18787,ON857942,-1,1313,1214,938
18788,ON857943,-1,417,393,258
18789,ON862890,5320,1676,1543,742
18790,ON864052,-1,-1,-1,-1
18791,ON866946,4854,1145,1066,310
18792,ON868915,5109,848,793,742
18793,ON872163,-1,-1,-1,-1
18794,ON872379,2687,1224,1135,874
18795,ON880501,-1,1685,1339,1031
18796,ON881243,4791,1184,1152,310
18797,ON881905,3808,1449,1327,807
18798,ON886116,-1,-1,-1,-1
18799,ON897768,-1,1685,1339,1031
18800,ON911538,-1,1469,1337,1028
18801,ON911539,2916,1258,1165,901
18802,ON911540,1951,311,293,242
18803,ON911714,3162,1257,1164,202
18804,ON911715,3163,1257,1164,202
18805,ON911716,3162,1257,1164,202
18806,ON911717,3120,53,1164,202
18807,ON911718,3149,724,1164,202
18808,ON920540,-1,-1,-1,-1
18809,ON922917,1458,1107,1034,1045
18810,ON922918,3235,216,205,177
18811,ON922919,3652,434,408,258
18812,ON922920,2818,1462,1339,1031
18813,ON922990,5215,1032,968,742
18814,ON932078,2916,1258,1165,901
18815,ON932079,-1,-1,1554,1221
18816,ON932080,3630,1688,1554,1221
18817,ON932081,2838,-1,-1,901
18818,ON932082,3013,1469,1337,1028
18819,ON932083,2916,1258,1165,901
18820,ON932084,3615,1688,1554,1221
18821,ON932085,-1,1459,1337,1028
18822,ON933637,1458,1107,1034,1045
18823,ON950054,2430,-1,-1,-1
18824,ON950090,-1,1462,1339,1031
18825,ON960072,-1,-1,-1,901
18826,ON968452,3438,-1,-1,902
18827,ON968453,2689,-1,-1,-1
18828,ON968454,-1,-1,-1,-1
18829,ON968455,1526,-1,-1,-1
18830,ON968456,-1,-1,-1,-1
18831,ON970561,3524,588,553,427
18832,ON970562,5283,491,463,360
18833,ON970563,-1,1217,1128,869
18834,ON970564,2174,1461,242,592
18835,ON970565,4442,966,901,1015
18836,ON970566,-1,491,463,360
18837,ON970567,4208,761,711,454
18838,ON970568,-1,-1,-1,560
18839,ON970569,-1,481,455,358
18840,ON970570,3412,1394,1282,643
18841,ON970571,3391,1259,1166,643
18842,ON970572,-1,828,774,592
18843,ON970573,727,970,905,693
18844,ON970574,4147,782,730,103
18845,ON970575,4631,299,843,645
18846,ON970576,3492,830,776,594
18847,ON970577,5218,900,843,645
18848,ON970578,4094,1067,998,765
18849,ON970579,4603,1419,1302,1005
18850,ON970580,683,-1,1323,1020
18851,ON970581,3642,898,841,643
18852,ON970582,4677,526,497,396
18853,ON970583,3355,820,766,585
18854,ON970584,2196,928,865,663
18855,ON970585,-1,491,463,360
18856,ON970586,-1,555,525,1015
18857,ON970587,-1,573,542,645
18858,ON970588,4676,526,497,396
18859,ON970589,749,970,905,693
18860,ON970590,-1,1419,1302,1005
18861,ON970591,4560,1419,1302,1005
18862,ON970592,2806,964,899,690
18863,ON970593,-1,573,542,645
18864,ON970594,4834,900,843,645
18865,ON970595,4956,491,463,360
18866,ON970596,-1,526,497,396
18867,ON970597,4552,888,831,593
18868,ON970598,3999,1260,1167,903
18869,ON970599,3550,830,776,594
18870,ON970600,-1,888,831,593
18871,ON970601,3182,259,244,207
18872,ON970602,4462,756,707,559
18873,ON970603,3846,1400,510,404
18874,ON970604,3218,1261,1168,579
18875,ON970605,3697,898,841,643
18876,ON970606,3699,898,841,643
18877,ON970607,4677,526,497,396
18878,ON970608,2174,1461,242,592
18879,ON970609,3479,963,898,594
18880,ON970610,-1,-1,-1,360
18881,ON970611,4655,1253,1159,396
18882,ON970612,4461,1217,1128,869
18883,ON970613,717,919,905,693
18884,ON970614,-1,966,901,1015
18885,ON970615,3931,1413,1297,593
18886,ON970616,3685,1101,1029,785
18887,ON970617,2088,533,503,399
18888,ON970618,4214,422,398,318
18889,ON970619,4529,756,707,559
18890,ON970620,-1,-1,-1,396
18891,ON970621,3458,1411,1296,594
18892,ON970622,2283,828,774,592
18893,ON970623,-1,786,734,1015
18894,ON970624,-1,555,525,1015
18895,ON970625,4036,174,161,1015
18896,ON970626,4036,174,161,1015
18897,ON970627,-1,555,525,1015
18898,ON975036,-1,1165,386,310
18899,ON981384,-1,-1,-1,-1
18900,ON989481,2936,1265,406,202
18901,ON995367,2482,429,404,1031
18902,ON996339,3679,1364,873,668
18903,ON996340,1783,1118,1043,796
18904,OP009265,3314,1263,1170,905
18905,OP009266,-1,1263,1170,905
18906,OP009267,3345,1263,1170,905
18907,OP009268,-1,1263,1170,905
18908,OP009269,3306,1263,1170,905
18909,OP009270,3345,1263,1170,905
18910,OP009271,-1,1263,1170,905
18911,OP009272,1503,1264,1171,906
18912,OP009273,-1,1263,1170,905
18913,OP009274,3689,1262,1169,904
18914,OP009275,1503,1264,1171,906
18915,OP009276,-1,1263,1170,905
18916,OP009277,3314,1263,1170,905
18917,OP009278,1502,1264,1171,906
18918,OP009279,-1,1263,1170,905
18919,OP009280,1503,1264,1171,906
18920,OP009281,3689,1262,1169,904
18921,OP009282,2952,-1,964,739
18922,OP009283,3315,1263,1170,905
18923,OP009284,3345,1263,1170,905
18924,OP009285,3451,-1,965,740
18925,OP009286,1503,1264,1171,906
18926,OP009287,-1,1263,1170,905
18927,OP009288,3306,1263,1170,905
18928,OP012469,-1,-1,-1,-1
18929,OP013026,-1,1685,1339,1031
18930,OP018674,1865,-1,1203,931
18931,OP018999,-1,-1,-1,1013
18932,OP019135,3054,347,326,268
18933,OP021677,5012,555,525,1015
18934,OP021678,3559,-1,455,358
18935,OP021679,4118,563,532,1015
18936,OP021680,4559,1419,1302,1005
18937,OP021681,-1,631,593,208
18938,OP021682,-1,631,593,208
18939,OP021683,-1,898,841,643
18940,OP021684,5231,631,593,208
18941,OP022426,827,-1,-1,743
18942,OP028995,976,-1,-1,-1
18943,OP038318,2936,1265,406,202
18944,OP038319,2936,1265,406,202
18945,OP038320,2849,-1,-1,202
18946,OP038547,2890,202,190,1013
18947,OP039102,4981,1145,1066,310
18948,OP045496,-1,1685,1339,1031
18949,OP045497,5546,633,595,742
18950,OP045498,5613,1432,595,742
18951,OP046317,-1,1362,1256,973
18952,OP053360,1463,1266,1172,907
18953,OP053361,1463,1266,1172,907
18954,OP053362,1463,1266,1172,907
18955,OP056089,-1,-1,-1,295
18956,OP056300,1400,1267,1173,908
18957,OP066531,-1,-1,-1,-1
18958,OP067662,1781,496,468,363
18959,OP068330,3411,1268,1282,643
18960,OP068331,4672,1269,1174,208
18961,OP068332,4671,1269,1174,208
18962,OP068333,3826,789,510,404
18963,OP068334,533,1062,994,761
18964,OP068335,2168,1238,1148,887
18965,OP068336,4627,1269,1174,208
18966,OP068337,4523,1269,1174,208
18967,OP068338,4411,1217,1128,869
18968,OP068339,3392,817,763,643
18969,OP068340,-1,491,463,360
18970,OP068341,-1,631,593,208
18971,OP068342,4346,1254,1160,559
18972,OP068343,-1,1250,1156,896
18973,OP068344,-1,1269,1174,208
18974,OP079918,2914,1248,1154,893
18975,OP079919,4707,850,795,571
18976,OP087422,2650,-1,-1,981
18977,OP087423,2650,1374,1264,981
18978,OP087522,-1,-1,168,807
18979,OP094641,3319,910,1059,807
18980,OP103917,3088,1685,1339,1031
18981,OP103918,3088,1685,1339,1031
18982,OP103919,-1,1685,1339,1031
18983,OP103920,3088,1685,1339,1031
18984,OP103921,-1,1685,1339,1031
18985,OP103922,3087,1685,1339,1031
18986,OP103923,3087,1685,1339,1031
18987,OP114730,-1,-1,-1,1021
18988,OP114731,-1,-1,1028,784
18989,OP114732,2055,1270,1175,909
18990,OP114733,-1,633,595,742
18991,OP114734,-1,633,595,742
18992,OP117450,2763,1224,1135,874
18993,OP120783,3201,592,556,807
18994,OP121182,1641,-1,-1,-1
18995,OP123707,4699,765,715,571
18996,OP125534,2527,-1,-1,604
18997,OP125547,2564,-1,-1,910
18998,OP131293,1440,1271,1176,911
18999,OP131294,1436,1271,1176,911
19000,OP131295,1440,1271,1176,911
19001,OP131296,1440,1271,1176,911
19002,OP131297,1439,1271,1176,911
19003,OP131299,1439,1271,1176,911
19004,OP131300,1439,1271,1176,911
19005,OP131301,1436,1271,1176,911
19006,OP131302,1439,1271,1176,911
19007,OP131587,1147,1272,1177,912
19008,OP131588,1147,-1,-1,-1
19009,OP131589,-1,-1,-1,-1
19010,OP131590,1147,1272,1177,912
19011,OP132241,-1,882,825,632
19012,OP136131,2983,431,406,202
19013,OP136132,3076,431,406,202
19014,OP136133,2820,-1,-1,202
19015,OP136134,-1,431,406,202
19016,OP136135,2849,198,186,202
19017,OP136151,2511,1273,1178,913
19018,OP137232,5651,633,595,742
19019,OP142323,2525,1243,1153,891
19020,OP161218,-1,1462,1339,1031
19021,OP161219,-1,-1,1339,1031
19022,OP168678,-1,413,389,202
19023,OP168898,-1,633,595,742
19024,OP168920,2637,1274,1339,1031
19025,OP171942,2847,347,326,268
19026,OP171943,-1,1432,595,742
19027,OP172633,1202,1275,1179,914
19028,OP172634,1202,1275,1179,914
19029,OP172635,1779,1276,1180,915
19030,OP172636,1779,1276,1180,915
19031,OP172637,1779,1276,1180,915
19032,OP172638,592,-1,-1,-1
19033,OP172639,592,-1,-1,-1
19034,OP172640,1531,-1,-1,1006
19035,OP172641,990,1277,1181,921
19036,OP172642,990,1277,1181,921
19037,OP172643,-1,1285,1189,920
19038,OP172644,1554,1278,1182,920
19039,OP172645,1554,1278,1182,920
19040,OP172646,1555,1278,1182,920
19041,OP172647,1551,1278,1182,920
19042,OP172648,1555,1278,1182,920
19043,OP172649,1555,1278,1182,920
19044,OP172650,1551,1278,1182,920
19045,OP172651,-1,1278,1182,920
19046,OP172652,1605,1279,1183,916
19047,OP172653,1604,1279,1183,916
19048,OP172654,1605,1279,1183,916
19049,OP172655,1604,1279,1183,916
19050,OP172656,1604,1279,1183,916
19051,OP172657,1596,1279,1183,916
19052,OP172658,527,1280,1184,917
19053,OP172659,527,-1,-1,-1
19054,OP172660,527,1280,1184,917
19055,OP172661,1983,1281,1185,918
19056,OP172662,1983,1281,1185,918
19057,OP172663,-1,-1,-1,918
19058,OP172664,1983,1281,1185,918
19059,OP172665,1983,1281,1185,918
19060,OP172666,-1,-1,-1,918
19061,OP172667,1869,1282,1186,919
19062,OP172668,1869,1282,1186,919
19063,OP172669,1869,1282,1186,919
19064,OP172670,1869,1282,1186,919
19065,OP172671,1869,1282,1186,919
19066,OP172672,1869,1282,1186,919
19067,OP172673,1962,1283,1187,918
19068,OP172674,1962,1283,1187,918
19069,OP172675,1961,1284,1188,918
19070,OP172676,1961,1284,1188,918
19071,OP172677,-1,-1,-1,918
19072,OP172678,-1,1281,1185,918
19073,OP172679,-1,1281,1185,918
19074,OP172680,1962,-1,-1,918
19075,OP172681,-1,1285,1189,920
19076,OP172682,1579,1285,1189,920
19077,OP172683,1579,1285,1189,920
19078,OP172684,-1,1285,1189,920
19079,OP172685,1595,1285,1189,920
19080,OP172686,1595,1285,1189,920
19081,OP172687,1571,1285,1189,920
19082,OP172688,-1,-1,-1,920
19083,OP172689,-1,-1,1189,920
19084,OP172690,1571,1285,1189,920
19085,OP172691,1594,1285,1189,920
19086,OP172692,-1,-1,-1,920
19087,OP172693,1594,1285,1189,920
19088,OP172694,1547,1286,1190,916
19089,OP172695,1547,1286,1190,916
19090,OP172696,1547,1286,1190,916
19091,OP172697,1547,1286,1190,916
19092,OP172698,1571,1285,1189,920
19093,OP172699,1571,1285,1189,920
19094,OP172700,989,1287,1191,921
19095,OP172701,989,1287,1191,921
19096,OP172702,989,1287,1191,921
19097,OP172703,989,1287,1191,921
19098,OP172704,989,1287,1191,921
19099,OP172705,989,1287,1191,921
19100,OP172706,-1,-1,-1,-1
19101,OP172707,-1,-1,-1,-1
19102,OP172708,1557,1288,1192,920
19103,OP172709,1557,1288,1192,920
19104,OP172710,1557,1288,1192,920
19105,OP172711,-1,-1,-1,920
19106,OP172712,-1,-1,-1,920
19107,OP172713,-1,-1,1192,920
19108,OP172714,1589,1288,1192,920
19109,OP172715,1589,1288,1192,920
19110,OP172716,1589,1288,1192,920
19111,OP172717,1593,1288,1192,920
19112,OP172718,1593,1288,1192,920
19113,OP172719,1610,1288,1192,920
19114,OP172720,1610,1288,1192,920
19115,OP172721,1611,1288,1192,920
19116,OP172722,1611,1288,1192,920
19117,OP172723,1557,1288,1192,920
19118,OP172724,1610,1288,1192,920
19119,OP172725,-1,1288,1192,920
19120,OP172726,-1,1288,1192,920
19121,OP172727,1582,1288,1192,920
19122,OP172728,-1,1288,1192,920
19123,OP172729,1582,1288,1192,920
19124,OP172730,1610,1288,1192,920
19125,OP172731,1560,1289,1193,922
19126,OP172732,1560,1289,1193,922
19127,OP172733,1559,1289,1193,922
19128,OP172734,1559,1289,1193,922
19129,OP172735,-1,1289,1193,922
19130,OP172736,-1,1279,1183,916
19131,OP172737,1590,1291,1183,916
19132,OP172738,1596,1279,1183,916
19133,OP172739,1561,1290,1194,916
19134,OP172740,1561,1290,1194,916
19135,OP172741,1561,1290,1194,916
19136,OP172742,-1,-1,-1,916
19137,OP172743,1561,1290,1194,916
19138,OP172744,1580,1292,1183,916
19139,OP172745,1580,1292,1183,916
19140,OP172746,-1,-1,1183,916
19141,OP172747,-1,-1,1183,916
19142,OP172748,1590,1291,1183,916
19143,OP172749,-1,-1,-1,916
19144,OP172750,1580,1292,1183,916
19145,OP172751,-1,-1,-1,922
19146,OP172752,-1,-1,-1,-1
19147,OP172753,2113,1293,1195,923
19148,OP172754,2113,1293,1195,923
19149,OP172755,2113,1293,1195,923
19150,OP172756,2113,1293,1195,923
19151,OP172757,2113,1293,1195,923
19152,OP172758,-1,-1,-1,-1
19153,OP172759,957,-1,1196,924
19154,OP172760,957,-1,1196,924
19155,OP172761,956,1294,1197,925
19156,OP172762,956,1294,1197,925
19157,OP172763,953,1295,1198,926
19158,OP172764,953,1295,1198,926
19159,OP172765,953,1295,1198,926
19160,OP172766,1008,1296,1199,927
19161,OP172767,1008,-1,-1,-1
19162,OP172768,1008,-1,-1,927
19163,OP172769,1008,1296,1199,927
19164,OP172770,1008,-1,-1,927
19165,OP172771,1008,1296,1199,927
19166,OP172772,560,1297,1200,928
19167,OP172773,560,1297,1200,928
19168,OP172774,560,1297,1200,928
19169,OP172775,1799,1298,1201,929
19170,OP172776,1799,1298,1201,929
19171,OP172777,1799,1298,1201,929
19172,OP172778,1799,1298,1201,929
19173,OP172779,-1,-1,-1,-1
19174,OP172780,3224,1301,1204,841
19175,OP172781,3215,1301,1204,841
19176,OP172782,3215,1301,1204,841
19177,OP172783,-1,-1,-1,-1
19178,OP172784,5624,633,595,742
19179,OP172785,-1,633,595,742
19180,OP172786,5624,633,595,742
19181,OP172787,5635,633,595,742
19182,OP172788,5635,633,595,742
19183,OP172789,4688,1338,1239,697
19184,OP172790,3267,1299,1202,930
19185,OP172791,5331,1355,1250,742
19186,OP172792,5331,1355,1250,742
19187,OP172793,1865,1300,1203,931
19188,OP172794,1865,1300,1203,931
19189,OP172795,-1,-1,-1,-1
19190,OP172796,5363,848,793,742
19191,OP172797,-1,426,401,931
19192,OP172798,-1,1183,1098,841
19193,OP172799,3517,1183,1098,841
19194,OP172800,3517,1183,1098,841
19195,OP172801,3225,1301,1204,841
19196,OP172802,3225,1301,1204,841
19197,OP172803,3224,1301,1204,841
19198,OP172804,3231,1302,1205,841
19199,OP172805,3231,1302,1205,841
19200,OP172806,3232,1302,1205,841
19201,OP172807,3232,1302,1205,841
19202,OP172808,-1,-1,-1,-1
19203,OP172809,3381,1303,1221,775
19204,OP172810,3381,1303,1221,775
19205,OP172811,-1,-1,-1,310
19206,OP172812,1716,1304,1206,932
19207,OP172813,1716,1304,1206,932
19208,OP172814,1957,1305,1207,933
19209,OP172815,1531,-1,-1,1006
19210,OP172816,1957,1305,1207,933
19211,OP172817,1957,1305,1207,933
19212,OP172818,1957,1305,1207,933
19213,OP172819,2282,1306,1208,934
19214,OP172820,2282,1306,1208,934
19215,OP172821,-1,1307,1209,935
19216,OP172822,-1,1307,1209,935
19217,OP172823,-1,1307,1209,935
19218,OP172824,1584,1307,1209,935
19219,OP172825,1584,1307,1209,935
19220,OP172826,1573,1307,1209,935
19221,OP172827,1573,1307,1209,935
19222,OP172828,1572,1307,1209,935
19223,OP172829,1572,1307,1209,935
19224,OP172830,1556,1307,1209,935
19225,OP172831,-1,1307,1209,935
19226,OP172832,1583,1307,1209,935
19227,OP172833,-1,1307,1209,935
19228,OP172834,1583,1307,1209,935
19229,OP172835,1556,1307,1209,935
19230,OP172836,1658,1308,1210,563
19231,OP172837,1658,1308,1210,563
19232,OP172838,1646,1309,1211,936
19233,OP172839,1646,1309,1211,936
19234,OP172840,1646,1309,1211,936
19235,OP172841,1489,-1,-1,-1
19236,OP172867,4259,782,730,103
19237,OP172868,4642,1253,1159,396
19238,OP172869,2183,1412,242,592
19239,OP172870,4692,1253,1159,396
19240,OP172871,-1,922,1174,208
19241,OP172872,4021,422,398,318
19242,OP172873,3887,1310,1212,104
19243,OP172874,3887,1310,1212,104
19244,OP172875,3663,1677,498,397
19245,OP172876,4684,1253,1159,396
19246,OP172877,4377,605,565,559
19247,OP172878,1850,808,754,580
19248,OP177727,5239,1355,1250,742
19249,OP185507,2749,1462,1339,1031
19250,OP185508,-1,1462,1339,1031
19251,OP186293,-1,833,779,116
19252,OP197928,5643,633,595,742
19253,OP209174,-1,-1,-1,-1
19254,OP209175,-1,-1,-1,-1
